Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,year,FundsSource,
189,"California State Polytechnic U., Pomona",287000,0,0,287000,0,0,0,0,0,0,0,2019,USDA,
190,Baylor U.,284000,0,21000,175000,0,0,0,83000,0,0,5000,2019,USDA,
191,U. Maryland Center for Environmental Science,282000,0,15000,255000,0,12000,0,0,0,0,0,2019,USDA,
192,"SUNY, U. Buffalo",281000,0,0,143000,0,138000,0,0,0,0,0,2019,USDA,
193,"U. South Florida, Saint Petersburg",268000,0,0,268000,0,0,0,0,0,0,0,2019,USDA,
194,Worcester Polytechnic Institute,261000,0,0,0,149000,0,0,0,0,112000,0,2019,USDA,
195,George Mason U.,256000,47000,21000,0,0,0,0,0,0,0,188000,2019,USDA,
196,"U. Alabama, Huntsville",246000,0,144000,0,0,0,0,0,0,102000,0,2019,USDA,
197,Stanford U.,243000,0,181000,48000,0,0,0,14000,0,0,0,2019,USDA,
198,"U. Virginia, Charlottesville",230000,0,15000,98000,0,0,0,97000,0,0,20000,2019,USDA,
199,U. Notre Dame,228000,0,0,155000,0,0,0,3000,0,67000,3000,2019,USDA,
200,Northwest Indian C.,226000,0,211000,15000,0,0,0,0,0,0,0,2019,USDA,
200,West Texas A&M U.,226000,0,0,223000,0,3000,0,0,0,0,0,2019,USDA,
202,U. South Alabama,224000,0,0,0,0,0,0,224000,0,0,0,2019,USDA,
203,"U. California, Los Angeles",223000,0,19000,30000,0,0,0,0,0,174000,0,2019,USDA,
204,Marquette U.,219000,0,0,206000,0,0,0,0,0,13000,0,2019,USDA,
204,U. New England,219000,0,6000,213000,0,0,0,0,0,0,0,2019,USDA,
206,Salish Kootenai C.,217000,0,0,207000,0,0,0,0,0,0,10000,2019,USDA,
207,"California State U., San Marcos",212000,0,0,44000,0,0,0,168000,0,0,0,2019,USDA,
207,Ohio U.,212000,0,29000,22000,0,87000,0,59000,0,0,15000,2019,USDA,
209,Emory U.,211000,0,92000,119000,0,0,0,0,0,0,0,2019,USDA,
209,Idaho State U.,211000,0,63000,31000,0,0,0,110000,0,0,7000,2019,USDA,
209,"U. North Carolina, Wilmington",211000,0,0,211000,0,0,0,0,0,0,0,2019,USDA,
212,Montclair State U.,200000,0,155000,45000,0,0,0,0,0,0,0,2019,USDA,
213,American U.,199000,0,0,0,0,0,0,0,199000,0,0,2019,USDA,
214,"U. Alaska, Anchorage",198000,0,26000,151000,0,0,0,0,0,0,21000,2019,USDA,
215,Wright State U.,192000,0,0,192000,0,0,0,0,0,0,0,2019,USDA,
216,Clark U.,187000,0,0,0,0,0,0,187000,0,0,0,2019,USDA,
217,"California State U., Chico",180000,0,0,180000,0,0,0,0,0,0,0,2019,USDA,
218,Occidental C.,179000,0,0,179000,0,0,0,0,0,0,0,2019,USDA,
218,"U. Nebraska, Medical Center",179000,0,0,179000,0,0,0,0,0,0,0,2019,USDA,
220,"U. Arkansas, Little Rock",173000,51000,0,122000,0,0,0,0,0,0,0,2019,USDA,
221,Harvard U.,170000,0,136000,34000,0,0,0,0,0,0,0,2019,USDA,
222,South Dakota School of Mines and Technology,166000,0,0,0,0,0,0,0,0,166000,0,2019,USDA,
223,"U. Texas, Tyler",164000,0,0,164000,0,0,0,0,0,0,0,2019,USDA,
224,Hobart and William Smith Colleges,158000,0,0,158000,0,0,0,0,0,0,0,2019,USDA,
225,U. Texas Medical Branch,157000,0,0,157000,0,0,0,0,0,0,0,2019,USDA,
226,"Southern U. and A&M C., Baton Rouge",156000,0,0,156000,0,0,0,0,0,0,0,2019,USDA,
227,Rochester Institute of Technology,155000,0,0,22000,0,133000,0,0,0,0,0,2019,USDA,
228,"Loyola U., Chicago",152000,0,0,152000,0,0,0,0,0,0,0,2019,USDA,
229,Clarkson U.,148000,0,0,0,0,0,0,0,0,148000,0,2019,USDA,
230,Fort Lewis C.,141000,0,10000,131000,0,0,0,0,0,0,0,2019,USDA,
230,San Diego State U.,141000,0,12000,87000,0,0,0,27000,15000,0,0,2019,USDA,
232,Wake Forest U.,139000,0,0,124000,0,0,0,0,15000,0,0,2019,USDA,
233,Northwestern U.,137000,0,0,67000,0,0,0,0,0,70000,0,2019,USDA,
233,U. Colorado Denver and Anschutz Medical Campus,137000,0,0,137000,0,0,0,0,0,0,0,2019,USDA,
235,Heidelberg U.,135000,0,135000,0,0,0,0,0,0,0,0,2019,USDA,
236,Texas A&M U.-Corpus Christi,132000,0,0,0,0,132000,0,0,0,0,0,2019,USDA,
237,Georgia State U.,129000,42000,0,49000,0,0,0,38000,0,0,0,2019,USDA,
238,U. Cincinnati,126000,0,0,69000,0,0,0,1000,0,56000,0,2019,USDA,
239,Dine C.,125000,0,0,125000,0,0,0,0,0,0,0,2019,USDA,
240,South Carolina State U.,120000,0,0,0,0,0,0,0,0,0,120000,2019,USDA,
240,"SUNY, Stony Brook U.",120000,0,116000,4000,0,0,0,0,0,0,0,2019,USDA,
240,"U. California, Irvine",120000,0,53000,59000,0,0,8000,0,0,0,0,2019,USDA,
240,"U. Missouri, Saint Louis",120000,0,0,120000,0,0,0,0,0,0,0,2019,USDA,
244,Northern Illinois U.,116000,0,0,101000,0,0,0,15000,0,0,0,2019,USDA,
245,U. Central Arkansas,115000,0,0,1000,0,0,0,0,112000,0,2000,2019,USDA,
246,Fort Hays State U.,112000,0,0,112000,0,0,0,0,0,0,0,2019,USDA,
247,Connecticut C.,111000,0,0,0,0,0,0,111000,0,0,0,2019,USDA,
248,Chapman U.,108000,0,0,89000,0,19000,0,0,0,0,0,2019,USDA,
248,Princeton U.,108000,0,0,108000,0,0,0,0,0,0,0,2019,USDA,
248,Wichita State U.,108000,0,0,58000,0,0,0,0,0,50000,0,2019,USDA,
251,Texas Woman's U.,106000,0,0,106000,0,0,0,0,0,0,0,2019,USDA,
252,"U. Alaska, Southeast",104000,0,0,82000,0,0,0,0,22000,0,0,2019,USDA,
253,East Carolina U.,98000,0,0,52000,0,0,0,0,0,17000,29000,2019,USDA,
253,Western Illinois U.,98000,0,0,81000,0,17000,0,0,0,0,0,2019,USDA,
255,"California State U., Los Angeles",97000,0,0,97000,0,0,0,0,0,0,0,2019,USDA,
256,Columbia U. in the City of New York,94000,0,8000,7000,0,65000,0,0,0,0,14000,2019,USDA,
257,"California State U., Sacramento",93000,0,0,76000,0,0,0,0,0,0,17000,2019,USDA,
257,Towson U.,93000,17000,0,76000,0,0,0,0,0,0,0,2019,USDA,
259,"Washington U., Saint Louis",92000,0,0,11000,0,0,0,0,0,81000,0,2019,USDA,
260,Georgia Southern U.,91000,0,20000,67000,0,0,0,0,0,4000,0,2019,USDA,
261,Kent State U.,90000,0,0,0,0,0,0,90000,0,0,0,2019,USDA,
261,U. Houston,90000,0,5000,22000,0,0,0,0,0,0,63000,2019,USDA,
263,"U. Alabama, Birmingham",89000,0,0,84000,0,0,0,0,0,5000,0,2019,USDA,
264,U. Memphis,88000,0,0,58000,0,0,0,0,0,30000,0,2019,USDA,
265,"U. North Carolina, Asheville",87000,0,4000,0,0,79000,0,0,0,0,4000,2019,USDA,
266,U. Rochester,85000,0,0,85000,0,0,0,0,0,0,0,2019,USDA,
267,Montana Technological U.,83000,0,33000,0,0,0,0,0,0,50000,0,2019,USDA,
267,Rowan U.,83000,83000,0,0,0,0,0,0,0,0,0,2019,USDA,
269,U. Chicago,78000,0,0,78000,0,0,0,0,0,0,0,2019,USDA,
269,U. Northern Iowa,78000,0,0,78000,0,0,0,0,0,0,0,2019,USDA,
271,Florida Atlantic U.,77000,0,62000,0,0,0,0,0,0,15000,0,2019,USDA,
271,Northeastern Illinois U.,77000,0,77000,0,0,0,0,0,0,0,0,2019,USDA,
273,"California State U., Long Beach",76000,0,0,76000,0,0,0,0,0,0,0,2019,USDA,
274,"Purdue U., Northwest",69000,0,0,0,0,0,0,0,0,5000,64000,2019,USDA,
274,U. Wisconsin-Platteville,69000,0,1000,67000,0,0,0,0,0,0,1000,2019,USDA,
276,Lehigh U.,68000,0,0,0,0,0,0,0,0,0,68000,2019,USDA,
276,Southern Connecticut State U.,68000,0,0,68000,0,0,0,0,0,0,0,2019,USDA,
276,U. of the Pacific,68000,0,0,0,0,0,0,0,0,68000,0,2019,USDA,
279,Case Western Reserve U.,66000,0,0,0,0,0,0,0,0,66000,0,2019,USDA,
280,"California State U., Stanislaus",65000,0,0,65000,0,0,0,0,0,0,0,2019,USDA,
280,Hope C.,65000,0,0,65000,0,0,0,0,0,0,0,2019,USDA,
282,Fairfield U.,62000,0,0,0,0,62000,0,0,0,0,0,2019,USDA,
282,Northeastern U.,62000,0,33000,29000,0,0,0,0,0,0,0,2019,USDA,
284,Murray State U.,61000,0,0,61000,0,0,0,0,0,0,0,2019,USDA,
284,"Purdue U., Fort Wayne",61000,0,0,61000,0,0,0,0,0,0,0,2019,USDA,
286,U. Central Oklahoma,60000,0,0,60000,0,0,0,0,0,0,0,2019,USDA,
286,U. Portland,60000,0,0,60000,0,0,0,0,0,0,0,2019,USDA,
288,"CUNY, Brooklyn C.",59000,0,58000,1000,0,0,0,0,0,0,0,2019,USDA,
288,Eastern Kentucky U.,59000,0,0,58000,0,0,0,1000,0,0,0,2019,USDA,
288,"U. Massachusetts, Lowell",59000,0,0,59000,0,0,0,0,0,0,0,2019,USDA,
291,Appalachian State U.,58000,8000,4000,46000,0,0,0,0,0,0,0,2019,USDA,
291,Virginia Commonwealth U.,58000,0,19000,39000,0,0,0,0,0,0,0,2019,USDA,
293,"U. North Carolina, Charlotte",56000,0,16000,0,0,0,0,0,0,30000,10000,2019,USDA,
294,Northeast Ohio Medical U.,54000,0,0,54000,0,0,0,0,0,0,0,2019,USDA,
295,Roger Williams U.,53000,0,53000,0,0,0,0,0,0,0,0,2019,USDA,
296,Chicago State U.,52000,0,0,52000,0,0,0,0,0,0,0,2019,USDA,
296,New Jersey Institute of Technology,52000,0,0,0,0,0,0,0,0,25000,27000,2019,USDA,
296,Salisbury U.,52000,0,0,0,0,0,0,0,0,0,52000,2019,USDA,
299,James Madison U.,51000,0,0,33000,0,8000,0,10000,0,0,0,2019,USDA,
300,U. Northern Colorado,50000,0,0,50000,0,0,0,0,0,0,0,2019,USDA,
301,Mercer U.,49000,0,0,49000,0,0,0,0,0,0,0,2019,USDA,
302,"U. Texas, Arlington",48000,0,0,0,48000,0,0,0,0,0,0,2019,USDA,
303,Bowling Green State U.,47000,0,46000,1000,0,0,0,0,0,0,0,2019,USDA,
303,Central Washington U.,47000,0,47000,0,0,0,0,0,0,0,0,2019,USDA,
303,Rhode Island School of Design,47000,1000,0,44000,0,0,0,2000,0,0,0,2019,USDA,
306,Western Michigan U. and Homer Stryker M.D. School of Medicine,46000,0,0,40000,0,0,0,6000,0,0,0,2019,USDA,
307,Miami U.,45000,0,0,39000,0,0,0,0,0,0,6000,2019,USDA,
307,Texas A&M International U.,45000,0,0,12000,0,0,0,0,0,0,33000,2019,USDA,
307,U. Richmond,45000,0,0,45000,0,0,0,0,0,0,0,2019,USDA,
310,Clark Atlanta U.,43000,0,0,0,0,43000,0,0,0,0,0,2019,USDA,
311,C. Charleston,42000,0,33000,9000,0,0,0,0,0,0,0,2019,USDA,
312,New York Medical C.,41000,0,0,41000,0,0,0,0,0,0,0,2019,USDA,
313,"Southern Illinois U., Edwardsville",38000,0,0,0,0,0,0,0,0,38000,0,2019,USDA,
314,"Rutgers, State U. New Jersey, Newark",37000,0,37000,0,0,0,0,0,0,0,0,2019,USDA,
314,"U. Ana G. Mendez, Cupey",37000,0,0,0,0,0,0,0,0,0,37000,2019,USDA,
316,U. Tulsa,36000,0,0,36000,0,0,0,0,0,0,0,2019,USDA,
316,U. Wisconsin-Green Bay,36000,0,2000,29000,0,0,0,1000,0,2000,2000,2019,USDA,
316,Western Washington U.,36000,0,25000,11000,0,0,0,0,0,0,0,2019,USDA,
319,"Minnesota State U., Mankato",32000,0,0,0,0,32000,0,0,0,0,0,2019,USDA,
320,Boston C.,31000,0,0,0,0,0,0,0,0,0,31000,2019,USDA,
321,Creighton U.,30000,0,0,23000,0,0,1000,1000,0,0,5000,2019,USDA,
321,Loyola Marymount U.,30000,0,25000,0,0,0,0,5000,0,0,0,2019,USDA,
321,Saint Louis U.,30000,0,0,21000,0,0,0,0,0,9000,0,2019,USDA,
324,Fordham U.,27000,0,0,0,0,0,0,27000,0,0,0,2019,USDA,
325,C. Wooster,26000,0,0,26000,0,0,0,0,0,0,0,2019,USDA,
325,Central Connecticut State U.,26000,0,0,26000,0,0,0,0,0,0,0,2019,USDA,
327,Morgan State U.,24000,0,0,24000,0,0,0,0,0,0,0,2019,USDA,
328,"CUNY, Advanced Science Research Center",23000,0,0,23000,0,0,0,0,0,0,0,2019,USDA,
328,Dickinson C.,23000,0,0,11000,0,0,0,0,0,0,12000,2019,USDA,
330,"U. Washington, Bothell",22000,0,0,22000,0,0,0,0,0,0,0,2019,USDA,
331,Long Island U.,21000,0,0,9000,0,0,0,0,0,12000,0,2019,USDA,
331,U. Southern Maine,21000,0,0,13000,0,0,0,8000,0,0,0,2019,USDA,
333,California Institute of Technology,20000,0,0,0,0,0,0,0,0,20000,0,2019,USDA,
333,U. Wisconsin-Oshkosh,20000,0,3000,10000,0,0,1000,3000,0,1000,2000,2019,USDA,
333,U. Wisconsin-Stevens Point,20000,0,3000,11000,0,0,0,1000,0,4000,1000,2019,USDA,
333,West Chester U. Pennsylvania,20000,0,0,20000,0,0,0,0,0,0,0,2019,USDA,
337,Alaska Pacific U.,19000,0,0,19000,0,0,0,0,0,0,0,2019,USDA,
337,Ball State U.,19000,0,0,18000,0,0,0,1000,0,0,0,2019,USDA,
337,Kennesaw State U.,19000,0,0,19000,0,0,0,0,0,0,0,2019,USDA,
337,Temple U.,19000,0,0,19000,0,0,0,0,0,0,0,2019,USDA,
341,San Francisco State U.,18000,0,0,3000,0,0,0,0,15000,0,0,2019,USDA,
341,Seattle U.,18000,0,0,0,0,0,0,0,0,18000,0,2019,USDA,
343,Drake U.,17000,0,0,0,0,0,0,0,0,0,17000,2019,USDA,
343,Oregon Health and Science U.,17000,0,0,17000,0,0,0,0,0,0,0,2019,USDA,
343,"U. Pittsburgh, Pittsburgh",17000,0,0,17000,0,0,0,0,0,0,0,2019,USDA,
346,Texas A&M U.-Commerce,15000,0,0,15000,0,0,0,0,0,0,0,2019,USDA,
347,Gettysburg C.,14000,0,0,14000,0,0,0,0,0,0,0,2019,USDA,
347,Grand Valley State U.,14000,0,0,14000,0,0,0,0,0,0,0,2019,USDA,
347,Sul Ross State U.,14000,0,0,14000,0,0,0,0,0,0,0,2019,USDA,
347,"U. Washington, Tacoma",14000,0,0,14000,0,0,0,0,0,0,0,2019,USDA,
351,Lafayette C.,13000,0,0,13000,0,0,0,0,0,0,0,2019,USDA,
351,Woods Hole Oceanographic Institution,13000,0,13000,0,0,0,0,0,0,0,0,2019,USDA,
353,Morehead State U.,12000,0,0,0,0,0,0,0,0,0,12000,2019,USDA,
353,"U. Illinois, Springfield",12000,0,0,0,0,0,0,12000,0,0,0,2019,USDA,
353,U.S. Army War C.,12000,0,0,0,0,0,0,0,0,0,12000,2019,USDA,
356,Barnard C.,10000,0,0,10000,0,0,0,0,0,0,0,2019,USDA,
356,Oregon Institute of Technology,10000,0,2000,8000,0,0,0,0,0,0,0,2019,USDA,
356,Reed C.,10000,0,0,10000,0,0,0,0,0,0,0,2019,USDA,
359,"U. California, San Francisco",9000,0,0,9000,0,0,0,0,0,0,0,2019,USDA,
359,"U. Massachusetts, Dartmouth",9000,0,3000,6000,0,0,0,0,0,0,0,2019,USDA,
361,Santa Clara U.,8000,0,0,8000,0,0,0,0,0,0,0,2019,USDA,
362,Furman U.,7000,0,0,7000,0,0,0,0,0,0,0,2019,USDA,
363,East Tennessee State U.,6000,0,0,4000,0,2000,0,0,0,0,0,2019,USDA,
363,Midwestern U.,6000,0,0,6000,0,0,0,0,0,0,0,2019,USDA,
363,Southeastern Louisiana U.,6000,0,0,0,0,0,0,0,0,0,6000,2019,USDA,
363,Tulane U.,6000,0,0,6000,0,0,0,0,0,0,0,2019,USDA,
367,Grinnell C.,5000,0,0,5000,0,0,0,0,0,0,0,2019,USDA,
368,Augusta U.,4000,0,0,4000,0,0,0,0,0,0,0,2019,USDA,
368,Bowie State U.,4000,0,0,4000,0,0,0,0,0,0,0,2019,USDA,
368,Haverford C.,4000,0,0,0,0,0,0,0,0,0,4000,2019,USDA,
368,Morehouse C.,4000,0,0,4000,0,0,0,0,0,0,0,2019,USDA,
368,U. North Florida,4000,0,0,4000,0,0,0,0,0,0,0,2019,USDA,
373,DePaul U.,3000,0,3000,0,0,0,0,0,0,0,0,2019,USDA,
373,Keck Graduate Institute,3000,0,0,3000,0,0,0,0,0,0,0,2019,USDA,
373,"U. Missouri, Kansas City",3000,0,0,0,0,0,0,0,0,0,3000,2019,USDA,
373,Willamette U.,3000,0,0,0,0,0,0,3000,0,0,0,2019,USDA,
377,Canisius C.,2000,0,0,0,0,2000,0,0,0,0,0,2019,USDA,
377,Eastern Washington U.,2000,0,0,0,0,0,0,2000,0,0,0,2019,USDA,
377,Mercyhurst U.,2000,0,0,1000,0,0,0,0,0,0,1000,2019,USDA,
377,U. Baltimore,2000,0,0,0,0,0,0,2000,0,0,0,2019,USDA,
377,U. Colorado Colorado Springs,2000,0,1000,0,0,0,0,0,1000,0,0,2019,USDA,
377,U. New Orleans,2000,0,2000,0,0,0,0,0,0,0,0,2019,USDA,
383,Biola U.,1000,0,0,1000,0,0,0,0,0,0,0,2019,USDA,
383,Central Michigan U.,1000,0,0,0,0,0,1000,0,0,0,0,2019,USDA,
383,Eastern Michigan U.,1000,0,0,1000,0,0,0,0,0,0,0,2019,USDA,
383,Swarthmore C.,1000,0,0,0,1000,0,0,0,0,0,0,2019,USDA,
-,All institutions,1244633000,6186000,32505000,1022353000,6034000,3737000,6330000,46934000,7601000,74101000,38852000,2020,USDA,
1,U. Florida,43720000,0,421000,37423000,115000,102000,0,741000,0,2552000,2366000,2020,USDA,
2,"Colorado State U., Fort Collins",42736000,0,5302000,29951000,441000,100000,0,2321000,7000,1085000,3529000,2020,USDA,
3,North Carolina State U.,40652000,0,1196000,35573000,117000,0,78000,1170000,123000,2384000,11000,2020,USDA,
4,"Texas A&M U., College Station and Health Science Center",39135000,143000,1545000,34668000,106000,66000,0,1606000,0,742000,259000,2020,USDA,
5,Cornell U.,39077000,39000,79000,35987000,0,0,106000,470000,0,1069000,1327000,2020,USDA,
6,Ohio State U.,37563000,0,42000,19893000,0,8000,0,1386000,52000,3156000,13026000,2020,USDA,
7,Washington State U.,36033000,0,313000,30940000,0,0,1000,1659000,36000,2124000,960000,2020,USDA,
8,Iowa State U.,35066000,255000,0,25809000,4459000,19000,0,553000,0,3810000,161000,2020,USDA,
9,"U. California, Davis",35042000,19000,877000,32696000,0,0,0,389000,0,1061000,0,2020,USDA,
10,"Pennsylvania State U., University Park and Hershey Medical Center",33490000,69000,199000,27705000,3000,86000,3171000,653000,0,150000,1454000,2020,USDA,
11,Michigan State U.,32081000,71000,854000,27165000,10000,0,0,1883000,47000,1758000,293000,2020,USDA,
12,"U. Minnesota, Twin Cities",31472000,160000,0,22718000,0,0,131000,1720000,0,6573000,170000,2020,USDA,
13,Oregon State U.,30810000,2632000,128000,24147000,27000,0,0,535000,882000,2385000,74000,2020,USDA,
14,U. Georgia,30754000,0,61000,25033000,25000,0,18000,3947000,0,1607000,63000,2020,USDA,
15,Mississippi State U.,29349000,3000,41000,26833000,0,18000,0,1719000,403000,319000,13000,2020,USDA,
16,"Rutgers, State U. New Jersey, New Brunswick",25408000,0,0,20717000,0,51000,0,341000,0,4299000,0,2020,USDA,
17,Kansas State U.,24157000,102000,269000,17995000,0,0,1212000,2372000,0,1063000,1144000,2020,USDA,
18,U. Maryland,24124000,11000,129000,22667000,0,46000,0,236000,0,901000,134000,2020,USDA,
19,U. Wisconsin-Madison,22764000,0,34000,19200000,0,0,0,1484000,77000,1969000,0,2020,USDA,
20,"Purdue U., West Lafayette",21983000,9000,0,16999000,15000,0,0,1341000,0,3264000,355000,2020,USDA,
21,"U. Nebraska, Lincoln",20474000,238000,0,17847000,130000,0,0,182000,0,1831000,246000,2020,USDA,
22,"U. Missouri, Columbia",20423000,0,24000,19529000,16000,0,0,32000,0,727000,95000,2020,USDA,
23,"U. Illinois, Urbana-Champaign",18648000,131000,0,15532000,2000,10000,879000,45000,0,1863000,186000,2020,USDA,
24,Virginia Polytechnic Institute and State U.,18511000,315000,1000,15667000,96000,13000,1000,1449000,0,353000,616000,2020,USDA,
25,"U. Tennessee, Knoxville",16486000,0,82000,11091000,0,53000,0,75000,2683000,2439000,63000,2020,USDA,
26,U. Arizona,15712000,12000,102000,12387000,49000,0,0,459000,0,2655000,48000,2020,USDA,
27,U. Maine,15677000,0,533000,13854000,0,0,0,0,0,439000,851000,2020,USDA,
28,Tufts U.,14929000,0,0,14840000,0,0,0,85000,4000,0,0,2020,USDA,
29,Baylor C. of Medicine,14847000,0,0,14847000,0,0,0,0,0,0,0,2020,USDA,
30,U. Idaho,14375000,0,284000,11859000,0,0,0,1634000,0,574000,24000,2020,USDA,
31,"U. Arkansas, Fayetteville",13303000,0,218000,11068000,2000,0,0,565000,0,1120000,330000,2020,USDA,
32,U. Kentucky,13226000,140000,0,10706000,0,0,0,493000,0,1120000,767000,2020,USDA,
33,"U. California, Riverside",12507000,30000,1375000,10549000,0,4000,0,64000,0,485000,0,2020,USDA,
34,"Auburn U., Auburn",12104000,0,201000,10968000,0,32000,0,163000,15000,691000,34000,2020,USDA,
35,South Dakota State U.,11354000,0,58000,10174000,0,4000,122000,478000,0,446000,72000,2020,USDA,
36,Utah State U.,11169000,0,67000,10471000,53000,122000,0,233000,0,184000,39000,2020,USDA,
37,North Dakota State U.,11153000,0,0,9869000,0,0,15000,186000,0,1061000,22000,2020,USDA,
38,"Montana State U., Bozeman",11034000,0,262000,10504000,0,0,0,7000,0,247000,14000,2020,USDA,
39,"U. Hawaii, Manoa",10321000,0,0,8500000,0,0,0,33000,1102000,494000,192000,2020,USDA,
40,U. Vermont,10145000,0,0,10145000,0,0,0,0,0,0,0,2020,USDA,
41,New Mexico State U.,9204000,0,933000,7735000,0,0,0,33000,12000,411000,80000,2020,USDA,
42,"Oklahoma State U., Stillwater",8853000,0,16000,7508000,0,0,0,47000,0,797000,485000,2020,USDA,
43,U. New Hampshire,8822000,0,446000,8345000,0,0,0,7000,0,0,24000,2020,USDA,
44,Florida A&M U.,8820000,0,409000,8074000,0,0,0,0,0,337000,0,2020,USDA,
45,"Louisiana State U., Baton Rouge",8545000,0,0,7914000,0,0,0,373000,0,258000,0,2020,USDA,
46,"U. Massachusetts, Amherst",8480000,0,105000,7873000,24000,39000,0,252000,0,143000,44000,2020,USDA,
47,West Virginia U.,7612000,0,8000,6932000,0,0,0,164000,316000,143000,49000,2020,USDA,
48,U. Wyoming,7435000,6000,0,7257000,0,0,0,0,158000,0,14000,2020,USDA,
49,"U. Washington, Seattle",7016000,0,395000,6535000,0,0,0,9000,0,77000,0,2020,USDA,
50,Alcorn State U.,6790000,0,0,3983000,0,0,0,2807000,0,0,0,2020,USDA,
51,U. Mississippi,6060000,0,195000,4071000,0,793000,0,0,0,969000,32000,2020,USDA,
52,"U. Nevada, Reno",6038000,14000,296000,4621000,0,104000,0,850000,37000,116000,0,2020,USDA,
53,"U. Montana, Missoula",5802000,46000,50000,4857000,0,0,0,801000,0,0,48000,2020,USDA,
54,U. Connecticut,5757000,0,70000,4898000,0,0,45000,673000,0,57000,14000,2020,USDA,
55,Tennessee State U.,5746000,63000,0,5600000,0,0,0,0,0,0,83000,2020,USDA,
56,Tuskegee U.,5475000,0,0,5209000,0,0,0,260000,0,6000,0,2020,USDA,
57,Langston U.,5429000,0,0,5155000,0,1000,0,0,0,0,273000,2020,USDA,
58,U. Rhode Island,5328000,0,3032000,1620000,0,0,0,482000,175000,0,19000,2020,USDA,
59,U. Delaware,5316000,0,106000,4429000,0,0,0,724000,0,55000,2000,2020,USDA,
60,Prairie View A&M U.,4945000,0,0,4759000,0,17000,0,0,0,147000,22000,2020,USDA,
61,Clemson U.,4869000,478000,0,2199000,0,0,0,129000,0,139000,1924000,2020,USDA,
62,North Carolina Agricultural and Technical State U.,4600000,0,19000,4544000,0,0,0,0,0,0,37000,2020,USDA,
63,Texas A&M U.-Kingsville,4530000,0,0,4528000,0,0,0,0,0,2000,0,2020,USDA,
64,Northern Arizona U.,4379000,0,188000,4077000,0,0,0,0,1000,113000,0,2020,USDA,
65,Kentucky State U.,4299000,0,0,4299000,0,0,0,0,0,0,0,2020,USDA,
66,Fort Valley State U.,4155000,0,0,4155000,0,0,0,0,0,0,0,2020,USDA,
67,Tarleton State U.,3822000,0,415000,3407000,0,0,0,0,0,0,0,2020,USDA,
68,"U. Arkansas, Pine Bluff",3790000,0,0,3790000,0,0,0,0,0,0,0,2020,USDA,
69,Virginia State U.,3499000,0,0,3499000,0,0,0,0,0,0,0,2020,USDA,
70,"Lincoln U., Jefferson City",3385000,0,0,3284000,0,0,0,4000,97000,0,0,2020,USDA,
71,Delaware State U.,3326000,0,0,3153000,0,0,0,173000,0,0,0,2020,USDA,
72,U. of the Virgin Islands,3218000,0,0,3218000,0,0,0,0,0,0,0,2020,USDA,
73,"U. California, Berkeley",3129000,0,0,2478000,0,0,0,0,283000,228000,140000,2020,USDA,
74,"U. North Carolina, Chapel Hill",2886000,0,20000,2623000,0,0,0,19000,0,0,224000,2020,USDA,
75,U. Guam,2604000,0,112000,2479000,0,0,0,0,0,0,13000,2020,USDA,
76,Central State U.,2514000,0,125000,2389000,0,0,0,0,0,0,0,2020,USDA,
77,West Virginia State U.,2458000,0,0,2458000,0,0,0,0,0,0,0,2020,USDA,
78,"U. Maryland, Eastern Shore",2361000,0,0,2278000,0,7000,0,0,0,76000,0,2020,USDA,
79,Texas Tech U.,2095000,0,3000,1490000,0,12000,0,381000,0,160000,49000,2020,USDA,
80,"Southern U. and A&M C., Agricultural Research and Extension Center",2085000,0,0,2085000,0,0,0,0,0,0,0,2020,USDA,
81,"U. Texas Health Science Center, Houston",2051000,0,0,2051000,0,0,0,0,0,0,0,2020,USDA,
82,"U. Nevada, Las Vegas",2033000,0,1810000,152000,0,0,0,0,0,70000,1000,2020,USDA,
83,Arizona State U.,2000000,0,0,506000,54000,0,353000,794000,160000,133000,0,2020,USDA,
84,"U. Alaska, Fairbanks",1979000,0,68000,1836000,0,50000,0,0,12000,13000,0,2020,USDA,
85,U. North Dakota,1936000,0,100000,44000,0,0,0,0,0,0,1792000,2020,USDA,
86,U. Texas Rio Grande Valley,1905000,72000,0,1355000,0,217000,0,0,0,165000,96000,2020,USDA,
87,"U. Michigan, Ann Arbor",1809000,0,0,1605000,0,0,2000,135000,0,57000,10000,2020,USDA,
88,Cold Spring Harbor Laboratory,1785000,0,0,1785000,0,0,0,0,0,0,0,2020,USDA,
89,U. Colorado Boulder,1705000,0,3000,909000,44000,0,0,314000,0,435000,0,2020,USDA,
90,Michigan Technological U.,1559000,0,1551000,5000,0,0,0,3000,0,0,0,2020,USDA,
91,"SUNY, C. of Environmental Science and Forestry",1529000,0,69000,1326000,0,3000,0,21000,0,110000,0,2020,USDA,
92,Johns Hopkins U.,1517000,21000,600000,403000,2000,0,0,0,0,491000,0,2020,USDA,
93,"U. Oklahoma, Norman and Health Science Center",1354000,0,136000,986000,0,0,0,0,0,232000,0,2020,USDA,
94,Drexel U.,1336000,0,0,1172000,0,0,0,0,0,164000,0,2020,USDA,
