Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
524,Pittsburg State U.,1167000,0,0,518000,0,27000,0,22000,0,600000,0,FedGovFunds,Kansas,Public (Kansas Board of Regents),No,No,2022
318,Pittsburg State U.,666000,0,0,8000,0,0,0,0,0,658000,0,StateLocalGov,Kansas,Public (Kansas Board of Regents),No,No,2022
223,"U. Puerto Rico, Mayaguez",1049000,62000,145000,15000,64000,126000,0,14000,0,599000,24000,Business,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
243,"U. Puerto Rico, Mayaguez",16223000,192000,3870000,583000,5000,1280000,219000,449000,0,7325000,2300000,FedGovFunds,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
517,"U. Puerto Rico, Mayaguez",314000,0,100000,0,0,29000,0,0,0,168000,17000,InstitutionalFunds,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
406,"U. Puerto Rico, Mayaguez",233000,0,0,56000,5000,145000,0,0,0,8000,19000,Nonprofit,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
355,"U. Puerto Rico, Mayaguez",455000,0,12000,0,0,0,0,61000,0,382000,0,StateLocalGov,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
224,"Louisiana State U., Health Sciences Center, Shreveport",1045000,0,0,1045000,0,0,0,0,0,0,0,Business,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
248,"Louisiana State U., Health Sciences Center, Shreveport",15503000,0,0,15503000,0,0,0,0,0,0,0,FedGovFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
257,"Louisiana State U., Health Sciences Center, Shreveport",8434000,0,0,8434000,0,0,0,0,0,0,0,InstitutionalFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
158,"Louisiana State U., Health Sciences Center, Shreveport",4499000,0,0,4499000,0,0,0,0,0,0,0,Nonprofit,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
501,"Louisiana State U., Health Sciences Center, Shreveport",21000,0,0,21000,0,0,0,0,0,0,0,StateLocalGov,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
232,"U. Texas Health Science Center, Tyler",858000,0,0,858000,0,0,0,0,0,0,0,Business,Texas,Public,No,No,2022
262,"U. Texas Health Science Center, Tyler",14362000,0,0,14362000,0,0,0,0,0,0,0,FedGovFunds,Texas,Public,No,No,2022
275,"U. Texas Health Science Center, Tyler",6016000,0,0,6016000,0,0,0,0,0,0,0,InstitutionalFunds,Texas,Public,No,No,2022
157,"U. Texas Health Science Center, Tyler",4509000,0,0,4509000,0,0,0,0,0,0,0,Nonprofit,Texas,Public,No,No,2022
111,"U. Texas Health Science Center, Tyler",8127000,0,0,8127000,0,0,0,0,0,0,0,StateLocalGov,Texas,Public,No,No,2022
245,U. West Florida,683000,15000,16000,43000,0,0,0,590000,0,0,19000,Business,Florida,Public (State U. Florida Board of Governors),No,No,2022
239,U. West Florida,17114000,3654000,54000,927000,0,1012000,0,72000,0,14000,11381000,FedGovFunds,Florida,Public (State U. Florida Board of Governors),No,No,2022
187,U. West Florida,20673000,1134000,22000,2176000,70000,257000,340000,2575000,819000,436000,12844000,InstitutionalFunds,Florida,Public (State U. Florida Board of Governors),No,No,2022
421,U. West Florida,197000,0,0,56000,1000,0,0,24000,0,0,116000,Nonprofit,Florida,Public (State U. Florida Board of Governors),No,No,2022
416,U. West Florida,203000,29000,0,109000,0,0,0,0,0,0,65000,StateLocalGov,Florida,Public (State U. Florida Board of Governors),No,No,2022
246,U.S. Air Force Academy,680000,60000,23000,0,0,135000,0,0,0,460000,2000,Business,Colorado,Public,No,No,2022
184,U.S. Air Force Academy,35826000,150000,97000,244000,451000,2175000,0,0,0,32709000,0,FedGovFunds,Colorado,Public,No,No,2022
251,"Southern U. and A&M C., Baton Rouge",635000,0,0,0,0,14000,0,0,0,0,621000,Business,Louisiana,Public (State of Louisiana Board of Regents),Yes,No,2022
379,"Southern U. and A&M C., Baton Rouge",3595000,611000,0,810000,87000,186000,0,0,0,1851000,50000,FedGovFunds,Louisiana,Public (State of Louisiana Board of Regents),Yes,No,2022
579,"Southern U. and A&M C., Baton Rouge",34000,0,0,0,0,0,0,0,0,34000,0,InstitutionalFunds,Louisiana,Public (State of Louisiana Board of Regents),Yes,No,2022
462,"Southern U. and A&M C., Baton Rouge",80000,0,0,27000,0,0,0,0,0,53000,0,StateLocalGov,Louisiana,Public (State of Louisiana Board of Regents),Yes,No,2022
251,U. of Health Sciences and Pharmacy in St. Louis,635000,0,0,635000,0,0,0,0,0,0,0,Business,Missouri,Private,No,No,2022
424,U. of Health Sciences and Pharmacy in St. Louis,2523000,0,0,2514000,0,9000,0,0,0,0,0,FedGovFunds,Missouri,Private,No,No,2022
423,U. of Health Sciences and Pharmacy in St. Louis,977000,0,0,977000,0,0,0,0,0,0,0,InstitutionalFunds,Missouri,Private,No,No,2022
446,U. of Health Sciences and Pharmacy in St. Louis,145000,0,0,145000,0,0,0,0,0,0,0,Nonprofit,Missouri,Private,No,No,2022
257,St. Cloud State U.,601000,0,1000,61000,0,0,0,81000,0,25000,433000,Business,Minnesota,Public,No,No,2022
606,St. Cloud State U.,401000,9000,0,81000,0,0,0,0,0,0,311000,FedGovFunds,Minnesota,Public,No,No,2022
464,St. Cloud State U.,690000,7000,10000,96000,0,19000,3000,107000,2000,5000,441000,InstitutionalFunds,Minnesota,Public,No,No,2022
379,St. Cloud State U.,299000,0,1000,9000,0,0,0,0,0,0,289000,Nonprofit,Minnesota,Public,No,No,2022
406,St. Cloud State U.,235000,0,0,170000,0,0,0,29000,0,0,36000,StateLocalGov,Minnesota,Public,No,No,2022
259,U. Colorado Colorado Springs,595000,107000,0,0,0,2000,0,0,0,486000,0,Business,Colorado,Public,No,No,2022
341,U. Colorado Colorado Springs,5345000,2394000,150000,313000,0,314000,301000,0,0,1134000,739000,FedGovFunds,Colorado,Public,No,No,2022
429,U. Colorado Colorado Springs,939000,106000,37000,66000,19000,114000,77000,229000,2000,156000,133000,InstitutionalFunds,Colorado,Public,No,No,2022
459,U. Colorado Colorado Springs,130000,0,0,0,2000,0,0,84000,5000,0,39000,Nonprofit,Colorado,Public,No,No,2022
304,U. Colorado Colorado Springs,752000,0,0,0,0,27000,0,548000,0,107000,70000,StateLocalGov,Colorado,Public,No,No,2022
261,Rosalind Franklin U. of Medicine and Science,593000,0,0,593000,0,0,0,0,0,0,0,Business,Illinois,Private,No,No,2022
314,Rosalind Franklin U. of Medicine and Science,7292000,0,0,6905000,0,0,387000,0,0,0,0,FedGovFunds,Illinois,Private,No,No,2022
305,Rosalind Franklin U. of Medicine and Science,4239000,0,0,4217000,0,0,22000,0,0,0,0,InstitutionalFunds,Illinois,Private,No,No,2022
292,Rosalind Franklin U. of Medicine and Science,720000,0,0,720000,0,0,0,0,0,0,0,Nonprofit,Illinois,Private,No,No,2022
435,Rosalind Franklin U. of Medicine and Science,144000,0,0,144000,0,0,0,0,0,0,0,StateLocalGov,Illinois,Private,No,No,2022
263,"Southern Illinois U., Edwardsville",577000,0,1000,1000,0,0,0,0,0,575000,0,Business,Illinois,Public,No,No,2022
390,"Southern Illinois U., Edwardsville",3250000,1000,587000,1340000,26000,361000,0,74000,36000,204000,621000,FedGovFunds,Illinois,Public,No,No,2022
211,"Southern Illinois U., Edwardsville",14766000,65000,16000,6599000,41000,60000,0,24000,0,7647000,314000,InstitutionalFunds,Illinois,Public,No,No,2022
563,"Southern Illinois U., Edwardsville",3000,0,0,0,3000,0,0,0,0,0,0,Nonprofit,Illinois,Public,No,No,2022
335,"Southern Illinois U., Edwardsville",556000,5000,0,507000,0,5000,0,2000,0,13000,24000,StateLocalGov,Illinois,Public,No,No,2022
264,U. Southern Mississippi,555000,0,124000,414000,0,15000,0,0,0,0,2000,Business,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2022
169,U. Southern Mississippi,48368000,537000,21980000,8267000,119000,11417000,98000,1176000,0,2661000,2113000,FedGovFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2022
234,U. Southern Mississippi,10942000,125000,2874000,909000,0,359000,41000,299000,0,4719000,1616000,InstitutionalFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2022
298,U. Southern Mississippi,668000,0,383000,12000,0,38000,0,199000,0,0,36000,Nonprofit,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2022
91,U. Southern Mississippi,11944000,0,2566000,2429000,0,2242000,0,440000,0,0,4267000,StateLocalGov,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2022
268,Manhattan C.,518000,0,0,0,0,0,0,0,0,412000,106000,Business,New York,Private,No,Yes,2022
602,Manhattan C.,440000,0,0,0,242000,140000,0,0,0,58000,0,FedGovFunds,New York,Private,No,Yes,2022
510,Manhattan C.,367000,0,0,37000,0,0,0,0,0,163000,167000,InstitutionalFunds,New York,Private,No,Yes,2022
384,Manhattan C.,316000,0,0,0,0,0,0,0,0,266000,50000,StateLocalGov,New York,Private,No,Yes,2022
268,Santa Clara U.,518000,0,0,0,0,19000,0,0,0,475000,24000,Business,California,Private,No,No,2022
410,Santa Clara U.,2660000,0,0,482000,37000,535000,126000,8000,0,1061000,411000,FedGovFunds,California,Private,No,No,2022
288,Santa Clara U.,748000,0,0,0,4000,35000,14000,266000,0,205000,224000,Nonprofit,California,Private,No,No,2022
388,Santa Clara U.,299000,0,0,61000,0,0,0,238000,0,0,0,StateLocalGov,California,Private,No,No,2022
273,Sonoran U. Health Sciences,500000,0,0,500000,0,0,0,0,0,0,0,Business,Arizona,Private,No,No,2022
582,Sonoran U. Health Sciences,20000,0,0,20000,0,0,0,0,0,0,0,InstitutionalFunds,Arizona,Private,No,No,2022
276,Occidental C.,480000,0,268000,52000,0,94000,16000,50000,0,0,0,Business,California,Private,No,No,2022
412,Occidental C.,2622000,313000,570000,410000,108000,583000,393000,174000,0,0,71000,FedGovFunds,California,Private,No,No,2022
319,Occidental C.,553000,0,308000,61000,0,107000,18000,59000,0,0,0,Nonprofit,California,Private,No,No,2022
352,Occidental C.,484000,0,270000,54000,0,93000,16000,51000,0,0,0,StateLocalGov,California,Private,No,No,2022
280,Florida Institute of Technology,465000,70000,54000,49000,0,19000,28000,0,0,245000,0,Business,Florida,Private,No,No,2022
280,Florida Institute of Technology,10970000,4101000,1051000,745000,208000,951000,555000,0,0,2818000,541000,FedGovFunds,Florida,Private,No,No,2022
293,Florida Institute of Technology,4740000,920000,498000,261000,88000,638000,678000,0,0,1484000,173000,InstitutionalFunds,Florida,Private,No,No,2022
366,Florida Institute of Technology,361000,0,0,27000,2000,41000,0,0,0,291000,0,Nonprofit,Florida,Private,No,No,2022
259,Florida Institute of Technology,1170000,198000,382000,231000,0,33000,0,0,0,262000,64000,StateLocalGov,Florida,Private,No,No,2022
281,"California State U., Stanislaus",464000,0,0,388000,0,0,76000,0,0,0,0,Business,California,Public,No,Yes,2022
534,"California State U., Stanislaus",1056000,208000,0,481000,218000,101000,25000,23000,0,0,0,FedGovFunds,California,Public,No,Yes,2022
548,"California State U., Stanislaus",176000,7000,2000,15000,0,16000,13000,47000,0,0,76000,InstitutionalFunds,California,Public,No,Yes,2022
535,"California State U., Stanislaus",27000,0,0,27000,0,0,0,0,0,0,0,Nonprofit,California,Public,No,Yes,2022
404,"California State U., Stanislaus",243000,0,0,183000,0,0,0,53000,0,0,7000,StateLocalGov,California,Public,No,Yes,2022
285,"Toyota Technological Institute, Chicago",431000,431000,0,0,0,0,0,0,0,0,0,Business,Illinois,Private,No,No,2022
441,"Toyota Technological Institute, Chicago",2199000,2199000,0,0,0,0,0,0,0,0,0,FedGovFunds,Illinois,Private,No,No,2022
376,"Toyota Technological Institute, Chicago",1568000,1568000,0,0,0,0,0,0,0,0,0,InstitutionalFunds,Illinois,Private,No,No,2022
390,"Toyota Technological Institute, Chicago",272000,272000,0,0,0,0,0,0,0,0,0,Nonprofit,Illinois,Private,No,No,2022
289,Langston U.,416000,0,0,372000,2000,0,4000,0,0,0,38000,Business,Oklahoma,Public (Oklahoma State System of Higher Education),Yes,No,2022
378,Langston U.,3616000,0,0,3361000,0,46000,77000,0,0,0,132000,FedGovFunds,Oklahoma,Public (Oklahoma State System of Higher Education),Yes,No,2022
353,Langston U.,2449000,0,0,2341000,0,7000,38000,0,0,0,63000,InstitutionalFunds,Oklahoma,Public (Oklahoma State System of Higher Education),Yes,No,2022
292,U. Houston-Clear Lake,399000,0,0,399000,0,0,0,0,0,0,0,Business,Texas,Public,No,Yes,2022
559,U. Houston-Clear Lake,841000,2000,0,546000,0,86000,134000,60000,0,13000,0,FedGovFunds,Texas,Public,No,Yes,2022
567,U. Houston-Clear Lake,91000,15000,0,4000,0,9000,10000,14000,0,8000,31000,InstitutionalFunds,Texas,Public,No,Yes,2022
501,U. Houston-Clear Lake,61000,0,0,30000,0,27000,0,0,0,0,4000,Nonprofit,Texas,Public,No,Yes,2022
362,U. Houston-Clear Lake,408000,4000,0,343000,0,1000,2000,5000,0,0,53000,StateLocalGov,Texas,Public,No,Yes,2022
293,Marshall B. Ketchum U.,397000,0,0,397000,0,0,0,0,0,0,0,Business,California,Private,No,No,2022
608,Marshall B. Ketchum U.,383000,0,0,383000,0,0,0,0,0,0,0,FedGovFunds,California,Private,No,No,2022
452,Marshall B. Ketchum U.,779000,0,0,779000,0,0,0,0,0,0,0,InstitutionalFunds,California,Private,No,No,2022
295,Alabama A&M U.,386000,9000,0,229000,2000,19000,6000,18000,0,64000,39000,Business,Alabama,Public,Yes,No,2022
295,Alabama A&M U.,9221000,363000,0,5421000,76000,739000,195000,219000,0,1861000,347000,FedGovFunds,Alabama,Public,Yes,No,2022
521,Alabama A&M U.,4000,0,0,4000,0,0,0,0,0,0,0,StateLocalGov,Alabama,Public,Yes,No,2022
297,U. Guam,375000,0,22000,353000,0,0,0,0,0,0,0,Business,Guam,Public,No,No,2022
240,U. Guam,17066000,0,6841000,9112000,57000,131000,0,156000,0,6000,763000,FedGovFunds,Guam,Public,No,No,2022
391,U. Guam,1339000,0,74000,1237000,0,0,0,18000,0,0,10000,InstitutionalFunds,Guam,Public,No,No,2022
542,U. Guam,19000,0,0,13000,6000,0,0,0,0,0,0,Nonprofit,Guam,Public,No,No,2022
224,U. Guam,1682000,0,0,1682000,0,0,0,0,0,0,0,StateLocalGov,Guam,Public,No,No,2022
298,Catholic U. of America,370000,0,0,0,0,271000,0,0,0,0,99000,Business,District of Columbia,Private,No,No,2022
212,Catholic U. of America,26285000,0,0,521000,0,23076000,422000,0,8000,2099000,159000,FedGovFunds,District of Columbia,Private,No,No,2022
306,Catholic U. of America,4211000,0,0,116000,0,6000,504000,755000,0,762000,2068000,InstitutionalFunds,District of Columbia,Private,No,No,2022
129,Catholic U. of America,7195000,0,0,0,0,0,138000,1142000,0,85000,5830000,Nonprofit,District of Columbia,Private,No,No,2022
442,Catholic U. of America,130000,0,0,0,0,0,0,0,0,130000,0,StateLocalGov,District of Columbia,Private,No,No,2022
303,Morehead State U.,345000,0,0,0,0,0,0,0,0,345000,0,Business,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2022
450,Morehead State U.,2086000,0,0,287000,0,0,0,0,0,1799000,0,FedGovFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2022
585,Morehead State U.,15000,0,0,5000,0,10000,0,0,0,0,0,InstitutionalFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2022
563,Morehead State U.,3000,0,0,0,0,0,0,0,0,3000,0,Nonprofit,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2022
358,Morehead State U.,431000,0,0,225000,0,0,41000,0,0,165000,0,StateLocalGov,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2022
306,Florida A&M U.,334000,0,0,314000,15000,0,0,0,0,5000,0,Business,Florida,Public (State U. Florida Board of Governors),Yes,No,2022
176,Florida A&M U.,41943000,1208000,6246000,21483000,0,1874000,107000,2000,62000,5427000,5534000,FedGovFunds,Florida,Public (State U. Florida Board of Governors),Yes,No,2022
273,Florida A&M U.,6256000,0,112000,2901000,0,31000,0,20000,0,203000,2989000,InstitutionalFunds,Florida,Public (State U. Florida Board of Governors),Yes,No,2022
311,Florida A&M U.,593000,0,22000,460000,0,0,0,40000,0,66000,5000,Nonprofit,Florida,Public (State U. Florida Board of Governors),Yes,No,2022
232,Florida A&M U.,1510000,0,119000,1017000,0,0,1000,0,0,51000,322000,StateLocalGov,Florida,Public (State U. Florida Board of Governors),Yes,No,2022
308,Prairie View A&M U.,327000,0,0,72000,0,0,0,0,0,255000,0,Business,Texas,Public,Yes,No,2022
275,Prairie View A&M U.,11665000,103000,0,5393000,0,1881000,0,199000,0,3849000,240000,FedGovFunds,Texas,Public,Yes,No,2022
312,Prairie View A&M U.,3898000,10000,0,2260000,0,239000,1000,6000,5000,1006000,371000,InstitutionalFunds,Texas,Public,Yes,No,2022
331,Prairie View A&M U.,502000,5000,0,2000,3000,0,0,0,112000,147000,233000,Nonprofit,Texas,Public,Yes,No,2022
162,Prairie View A&M U.,4037000,16000,0,1654000,2000,19000,32000,42000,0,48000,2224000,StateLocalGov,Texas,Public,Yes,No,2022
311,Marshall U.,320000,0,0,275000,0,45000,0,0,0,0,0,Business,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2022
242,Marshall U.,16369000,163000,170000,12099000,0,1068000,0,0,0,2375000,494000,FedGovFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2022
270,Marshall U.,6479000,38000,66000,4259000,0,23000,0,0,0,678000,1415000,InstitutionalFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2022
307,Marshall U.,615000,0,0,526000,0,12000,0,0,0,8000,69000,Nonprofit,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2022
218,Marshall U.,1909000,0,3000,806000,0,76000,20000,0,0,272000,732000,StateLocalGov,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2022
315,Midwestern U.,290000,0,0,290000,0,0,0,0,0,0,0,Business,Illinois,Private,No,No,2022
486,Midwestern U.,1609000,0,0,1609000,0,0,0,0,0,0,0,FedGovFunds,Illinois,Private,No,No,2022
255,Midwestern U.,8714000,0,0,8714000,0,0,0,0,0,0,0,InstitutionalFunds,Illinois,Private,No,No,2022
381,Midwestern U.,296000,0,0,296000,0,0,0,0,0,0,0,Nonprofit,Illinois,Private,No,No,2022
431,Midwestern U.,160000,0,0,160000,0,0,0,0,0,0,0,StateLocalGov,Illinois,Private,No,No,2022
316,Montana Technological U.,282000,0,53000,114000,0,0,0,0,0,115000,0,Business,Montana,Public (Montana U. System),No,No,2022
335,Montana Technological U.,5600000,0,1177000,335000,0,309000,0,0,0,3779000,0,FedGovFunds,Montana,Public (Montana U. System),No,No,2022
358,Montana Technological U.,2221000,0,1524000,60000,0,66000,0,0,0,571000,0,InstitutionalFunds,Montana,Public (Montana U. System),No,No,2022
130,Montana Technological U.,6085000,18000,5912000,147000,0,0,0,0,0,8000,0,StateLocalGov,Montana,Public (Montana U. System),No,No,2022
318,"Arkansas State U., Jonesboro",271000,8000,0,198000,0,28000,0,32000,0,5000,0,Business,Arkansas,Public,No,No,2022
367,"Arkansas State U., Jonesboro",3932000,138000,0,2317000,0,706000,32000,96000,276000,367000,0,FedGovFunds,Arkansas,Public,No,No,2022
467,"Arkansas State U., Jonesboro",658000,17000,0,510000,0,13000,11000,40000,0,54000,13000,InstitutionalFunds,Arkansas,Public,No,No,2022
534,"Arkansas State U., Jonesboro",28000,0,0,28000,0,0,0,0,0,0,0,Nonprofit,Arkansas,Public,No,No,2022
180,"Arkansas State U., Jonesboro",3325000,136000,0,2889000,0,139000,0,19000,0,82000,60000,StateLocalGov,Arkansas,Public,No,No,2022
319,"California State U., Channel Islands",267000,0,0,0,0,267000,0,0,0,0,0,Business,California,Public,No,Yes,2022
482,"California State U., Channel Islands",1638000,62000,0,342000,460000,77000,0,2000,677000,1000,17000,FedGovFunds,California,Public,No,Yes,2022
464,"California State U., Channel Islands",690000,7000,0,290000,108000,62000,8000,138000,6000,3000,68000,InstitutionalFunds,California,Public,No,Yes,2022
526,"California State U., Channel Islands",36000,0,0,36000,0,0,0,0,0,0,0,Nonprofit,California,Public,No,Yes,2022
309,"California State U., Channel Islands",746000,0,0,733000,0,0,0,0,13000,0,0,StateLocalGov,California,Public,No,Yes,2022
320,Alfred U.,264000,0,0,0,0,0,0,0,0,264000,0,Business,New York,Private,No,No,2022
540,Alfred U.,1008000,0,1000,0,0,16000,0,0,0,991000,0,FedGovFunds,New York,Private,No,No,2022
493,Alfred U.,517000,0,0,0,0,0,0,0,0,517000,0,InstitutionalFunds,New York,Private,No,No,2022
532,Alfred U.,29000,0,0,0,2000,0,0,0,0,27000,0,Nonprofit,New York,Private,No,No,2022
225,Alfred U.,1659000,0,0,0,0,0,0,0,0,1659000,0,StateLocalGov,New York,Private,No,No,2022
321,Middle Tennessee State U.,261000,1000,0,151000,20000,65000,8000,12000,0,0,4000,Business,Tennessee,Public,No,No,2022
359,Middle Tennessee State U.,4347000,181000,0,1944000,357000,945000,102000,271000,0,288000,259000,FedGovFunds,Tennessee,Public,No,No,2022
201,Middle Tennessee State U.,16715000,868000,229000,2784000,866000,1105000,618000,2455000,0,601000,7189000,InstitutionalFunds,Tennessee,Public,No,No,2022
279,Middle Tennessee State U.,799000,0,0,2000,0,0,0,788000,0,0,9000,Nonprofit,Tennessee,Public,No,No,2022
